ProcedureName,TableName,FrequencySP,ProcessName,Priority,object_type,max_update,modify_date,freshness_method,days_stale,verdict,decision
BI_DB_dbo.SP_Employee_Crypto_NWA,BI_DB_dbo.BI_DB_Employee_Crypto_NWA,Daily,SB_Daily,0,USER_TABLE,5/1/2026 4:52,5/13/2024 6:36,UpdateDate,30.3,A3_DAILY_30D,blacklist
BI_DB_dbo.SP_EOD_USD_cr,BI_DB_dbo.BI_DB_EOD_USD_cr,Daily,SB_Daily,0,USER_TABLE,5/31/2026 4:56,4/29/2021 15:54,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Fact_Customer_Action_Position_Distribution,BI_DB_dbo.BI_DB_Fact_Customer_Action_Position_Distribution,Daily,SB_Daily,0,USER_TABLE,5/31/2026 4:58,5/24/2026 15:04,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Failed_Verification_MA,BI_DB_dbo.BI_DB_Failed_Verification_MA,Daily,SB_Daily,0,USER_TABLE,5/31/2026 8:07,5/11/2025 11:54,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_FB_Report,BI_DB_dbo.BI_DB_FB_Report,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:36,6/6/2023 9:42,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Finance_ASIC_MP,BI_DB_dbo.BI_DB_Finance_ASIC_MP,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:00,12/16/2024 9:56,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Finance_IFRS_Automation_KTCD_eToro_Side,BI_DB_dbo.BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:16,7/6/2023 10:34,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Finance_Non_US_Settlement_2023,BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:06,2/10/2025 14:40,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Finance_Non_US_Settlement_2025,BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:53,2/16/2026 6:56,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_Finance_Non_US_Settlement_2025,BI_DB_dbo.BI_DB_Finance_eToro_vs_Positions,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:54,2/16/2026 6:56,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_Finance_Real_Futures_Custody_And_Transfers,BI_DB_dbo.BI_DB_Finance_Real_Futures_Custody_And_Transfers,Daily,SB_Daily,0,USER_TABLE,5/31/2026 10:39,5/24/2026 15:06,UpdateDate,0.1,KEEP,KEEP
BI_DB_dbo.SP_Finance_Staking_Report,BI_DB_dbo.BI_DB_Finance_Staking_Report,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:21,9/19/2023 7:20,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_First5Actions,BI_DB_dbo.BI_DB_First5Actions,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:15,4/2/2024 9:37,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_FirstTimeRev10,BI_DB_dbo.BI_DB_FirstTimeRev10,Daily,SB_Daily,0,USER_TABLE,5/31/2026 4:58,1/24/2024 11:41,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_FirstTimeRev5,BI_DB_dbo.BI_DB_FirstTimeRev5,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:09,6/28/2023 9:29,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_GST_Report,BI_DB_dbo.BI_DB_GST_Report ,Daily,SB_Daily,0,USER_TABLE,5/30/2026,10/21/2025 9:20,UpdateDate,1.5,KEEP,KEEP
BI_DB_dbo.SP_H_AssignmentToolBacklog,BI_DB_dbo.BI_DB_AssignmentToolBacklog,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 11:22,11/17/2024 8:40,UpdateDate,0,KEEP,KEEP
BI_DB_dbo.SP_H_AssignmentToolSLAs,BI_DB_dbo.BI_DB_AssignmentToolSLAs,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026,12/2/2024 9:55,UpdateDate,0.5,KEEP,KEEP
BI_DB_dbo.SP_H_AssignmentToolTasks,BI_DB_dbo.BI_DB_AssignmentToolTasks,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 10:18,11/17/2024 9:42,UpdateDate,0.1,KEEP,KEEP
BI_DB_dbo.SP_H_AssignmentToolVolumes,BI_DB_dbo.BI_DB_AssignmentToolVolumes,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 10:19,12/2/2024 10:05,UpdateDate,0.1,KEEP,KEEP
BI_DB_dbo.SP_H_BI_DB_STP_Redeems,BI_DB_dbo.BI_DB_STP_Redeems,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 11:22,11/17/2024 8:38,UpdateDate,0,KEEP,KEEP
BI_DB_dbo.SP_H_Cashout_Performance_Monitoring,BI_DB_dbo.BI_DB_Cashout_Performance_Monitoring,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 10:50,4/29/2021 15:50,UpdateDate,0,KEEP,KEEP
BI_DB_dbo.SP_H_Dummy,BI_DB_dbo.BI_DB_Dummy,Hourly,,0,USER_TABLE,,3/13/2024 19:05,modify_date,808.7,A3_HOURLY_STALE,blacklist
BI_DB_dbo.SP_H_EndOfDayReport_Cashouts,BI_DB_dbo.BI_DB_EndOfDayReport_Cashouts,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 10:46,1/11/2024 10:25,UpdateDate,0,KEEP,KEEP
BI_DB_dbo.SP_H_EndOfDayReport_Redeems,BI_DB_dbo.BI_DB_EndOfDayReport_Redeems,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 10:16,7/27/2023 14:10,UpdateDate,0.1,KEEP,KEEP
BI_DB_dbo.SP_H_HourlyReport_Redeems,BI_DB_dbo.BI_DB_HourlyReport_Redeems,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 10:48,11/17/2024 8:36,UpdateDate,0,KEEP,KEEP
BI_DB_dbo.SP_H_LiveAcquisitionDashboard,BI_DB_dbo.BI_DB_LiveAcquisitionDashboard,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 11:18,11/17/2024 8:38,UpdateDate,0,KEEP,KEEP
BI_DB_dbo.SP_H_LiveAcquisitionDashboard_New,BI_DB_dbo.BI_DB_LiveAcquisitionDashboard,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 11:18,11/17/2024 8:38,UpdateDate,0,KEEP,KEEP
BI_DB_dbo.SP_H_Money_Out_STPAnalysis_OPS_Dashboard,BI_DB_dbo.BI_DB_Money_Out_STPAnalysis_OPS_Dashboard,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 10:20,11/17/2024 8:38,UpdateDate,0.1,KEEP,KEEP
BI_DB_dbo.SP_H_Ops_HourlyReport_Withdraws,BI_DB_dbo.BI_DB_HourlyReport_Withdraws,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 10:48,4/29/2021 15:55,UpdateDate,0,KEEP,KEEP
BI_DB_dbo.SP_H_SEA_CashoutsEstimation,BI_DB_dbo.BI_DB_H_SEA_CashoutsEstimation,Hourly,SB_Hourly,0,USER_TABLE,,11/17/2024 8:36,modify_date,560.1,A3_HOURLY_STALE,blacklist
BI_DB_dbo.SP_H_VerificationStatus30Days,BI_DB_dbo.BI_DB_VerificationStatus30Days,Hourly,SB_Hourly,0,USER_TABLE,5/31/2026 10:48,9/12/2023 13:10,UpdateDate,0,KEEP,KEEP
BI_DB_dbo.SP_ICF_Report,BI_DB_dbo.BI_DB_ICF_Report,Daily,SB_Daily,0,USER_TABLE,5/1/2026 4:56,10/29/2025 10:04,UpdateDate,30.3,A3_DAILY_30D,blacklist
BI_DB_dbo.SP_IndexDividend_Alert,BI_DB_dbo.BI_DB_IndexDividends_Alert,Daily,SB_Daily,0,USER_TABLE,,11/26/2023 15:16,modify_date,916.9,A3_DAILY_365D,blacklist
BI_DB_dbo.SP_Instrument_Overview,BI_DB_dbo.BI_DB_Instrument_Overview,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:21,3/10/2024 8:23,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Instruments_BidAndAsk,BI_DB_dbo.BI_DB_Instruments_BidAndAsk,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:07,5/9/2024 6:21,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_InterestMonthly,BI_DB_dbo.BI_DB_InterestMonthly,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:07,4/29/2021 15:55,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Investment_Monthly_Data,BI_DB_dbo.BI_DB_Investment_Monthly_Data,Daily,SB_Daily,0,USER_TABLE,5/1/2026 8:27,2/23/2026 9:07,UpdateDate,30.1,A3_DAILY_30D,Keep
BI_DB_dbo.SP_InvestorReport,BI_DB_dbo.BI_DB_Investors_Unclustered,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:40,5/11/2023 16:28,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_InvestorReport_Cluster,BI_DB_dbo.BI_DB_Investors,Daily,SB_Daily,0,USER_TABLE,5/30/2026 6:48,2/9/2022 8:25,UpdateDate,1.2,KEEP,KEEP
BI_DB_dbo.SP_IR_Dashboard_Monitor_Checks,BI_DB_dbo.IR_Dashboard_Monitor_Checks,Daily,SB_Daily,0,,,,,,A3_TABLE_MISSING,blacklist
BI_DB_dbo.SP_KYC_DOBover85,BI_DB_dbo.BI_DB_KYC_DOBover85,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:09,11/17/2024 8:37,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_KYC_Panel,BI_DB_dbo.BI_DB_KYC_Questions_Answers_Row_Data,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:21,5/24/2026 15:04,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_KYC_Panel,BI_DB_dbo.BI_DB_KYC_Knowledge_Assessment,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:23,12/2/2024 10:59,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_KYC_Panel,BI_DB_dbo.BI_DB_KYC_Panel,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:26,10/10/2023 13:42,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_KYC_Score_CID_Level,BI_DB_dbo.BI_DB_KYC_Score_CID_Level,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:32,12/2/2024 11:00,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_LargeCashOutReport,BI_DB_dbo.BI_DB_LargeCashoutReport,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:07,11/17/2024 8:37,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_LimitedAccountsWithReasonsNEW,BI_DB_dbo.BI_DB_LimitedAccountsWithReasonsNEW,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:08,11/17/2024 8:37,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Local_Currencies_MIMO,BI_DB_dbo.BI_DB_Local_Currencies_MIMO,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:08,9/12/2023 11:50,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_LTV_BI_Actual,BI_DB_dbo.BI_DB_LTV_BI_Actual,Daily,SB_Daily,0,USER_TABLE,5/31/2026 7:37,3/4/2025 11:03,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_LTV_By_FTD_MOP,BI_DB_dbo.BI_DB_LTV_By_FTD_MOP,Daily,SB_Daily,0,USER_TABLE,5/31/2026 7:47,11/14/2023 18:22,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_LTV_FromDB_ToBigQuery,BI_DB_dbo.LTV_FromDB_ToBigQuery,Daily,SB_Daily,0,USER_TABLE,5/31/2026 7:46,7/20/2022 14:08,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_LTV_Multiplier_Model,BI_DB_dbo.BI_DB_LTV_Predictions,Daily,SB_Daily,0,USER_TABLE,5/31/2026 7:37,7/26/2022 11:06,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_M_Affiliates_FraudMonitoring,BI_DB_dbo.BI_DB_Affiliates_FraudMonitoring,Monthly,SB_Daily,0,USER_TABLE,5/1/2026 5:22,11/17/2024 8:37,UpdateDate,30.3,KEEP,KEEP
BI_DB_dbo.SP_M_Affiliates_FraudMonitoring_Relations,BI_DB_dbo.BI_DB_M_Affiliates_FraudMonitoring_Relations,Monthly,SB_Daily,0,USER_TABLE,5/1/2026 5:22,12/2/2024 10:04,UpdateDate,30.3,KEEP,KEEP
BI_DB_dbo.SP_M_AffiliateScore,BI_DB_dbo.BI_DB_AffiliateScore,Monthly,SB_Daily,0,USER_TABLE,5/1/2026 7:41,4/18/2023 14:08,UpdateDate,30.2,KEEP,KEEP
BI_DB_dbo.SP_M_AML_Account_Closed,BI_DB_dbo.BI_DB_M_AML_Account_Closed,Monthly,SB_Daily,0,USER_TABLE,5/1/2024 12:36,8/22/2023 4:29,UpdateDate,760,A3_MONTHLY_STALE,blacklist
BI_DB_dbo.SP_M_AML_Finance_Report,BI_DB_dbo.BI_DB_M_AML_Finance_Report,Monthly,SB_Daily,0,USER_TABLE,5/1/2026 5:18,8/7/2023 11:04,UpdateDate,30.3,KEEP,KEEP
BI_DB_dbo.SP_M_EmployeesProgram,BI_DB_dbo.BI_DB_Employees_Program,Monthly,SB_Daily,0,USER_TABLE,5/1/2026 5:22,2/15/2023 11:56,UpdateDate,30.3,KEEP,KEEP
BI_DB_dbo.SP_M_EOMExposures,BI_DB_dbo.BI_DB_EOMExposures,Monthly,SB_Daily,0,USER_TABLE,5/1/2026 5:26,8/22/2023 16:34,UpdateDate,30.3,KEEP,KEEP
BI_DB_dbo.SP_M_LifeStage_Matrix,BI_DB_dbo.BI_DB_M_LifeStage_Matrix,Monthly,SB_Daily,0,USER_TABLE,5/1/2026,5/8/2024 13:43,UpdateDate,30.5,KEEP,KEEP
BI_DB_dbo.SP_M_LTV_Multipliers,BI_DB_dbo.BI_DB_LTV_Revenue_Multipliers,Monthly,SB_Daily,0,USER_TABLE,5/1/2026 7:19,9/19/2023 7:22,UpdateDate,30.2,KEEP,KEEP
BI_DB_dbo.SP_M_Notifications_by_LifeStage,BI_DB_dbo.BI_DB_M_SB_Fiktive_Table,Monthly,SB_Daily,0,USER_TABLE,,2/21/2024 13:29,modify_date,829.9,A3_MONTHLY_STALE,blacklist
BI_DB_dbo.SP_M_PR_MonthlyData,BI_DB_dbo.BI_DB_PR_MonthlyData,Monthly,SB_Daily,0,USER_TABLE,5/1/2026 5:20,12/16/2024 9:55,UpdateDate,30.3,KEEP,KEEP
BI_DB_dbo.SP_M_Snapshot_CID_LifeStageDefinition,BI_DB_dbo.BI_DB_Snapshot_CID_LifeStageDefinition,Monthly,SB_Daily,0,USER_TABLE,5/1/2026 6:42,12/27/2023 13:10,UpdateDate,30.2,KEEP,KEEP
BI_DB_dbo.SP_M_YearlyGain,BI_DB_dbo.BI_DB_YearlyGain,Monthly,,0,USER_TABLE,1/8/2024 19:24,12/16/2024 9:56,UpdateDate,873.7,A3_MONTHLY_STALE,blacklist
BI_DB_dbo.SP_Marketing_Cube,BI_DB_dbo.BI_DB_MarketingMonthlyRawData,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:33,5/20/2024 6:54,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_Marketing_Cube,BI_DB_dbo.BI_DB_MarketingDailyRawData,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:32,5/20/2024 6:54,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_MarketingCloudDaily,BI_DB_dbo.BI_DB_MarketingCloudDaily,Daily,SB_Daily,0,USER_TABLE,5/31/2026 11:34,5/27/2026 14:16,UpdateDate,0,KEEP,KEEP
BI_DB_dbo.SP_Money_In_New_Management_Dashboard,BI_DB_dbo.BI_DB_Money_In_New_Management_Dashboard,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:14,12/2/2024 9:55,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Money_Out_New_Management_Dashboard,BI_DB_dbo.BI_DB_Money_Out_New_Management_Dashboard,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:13,1/24/2024 11:37,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Monthly_InterestPayment_Dashboard,BI_DB_dbo.BI_DB_Monthly_InterestPayment_Dashboard,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:42,7/28/2024 11:46,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Negative_Balance_Monitor_Risk,BI_DB_dbo.BI_DB_Negative_Balance_Monitor_Risk,Daily,SB_Daily,0,USER_TABLE,5/1/2026 5:23,2/10/2025 12:22,UpdateDate,30.3,A3_DAILY_30D,blacklist
BI_DB_dbo.SP_NewBonusReport,BI_DB_dbo.BI_DB_NewBonusReport,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:48,11/18/2025 12:07,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_NewBonusReport,BI_DB_dbo.BI_DB_Depositors_By_Managers,Daily,SB_Daily,0,USER_TABLE,5/1/2026 6:43,4/29/2021 15:54,UpdateDate,30.2,A3_DAILY_30D,blacklist
BI_DB_dbo.SP_NewContactActivityPerRep,BI_DB_dbo.BI_DB_NewContactsActivityPerRep,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:52,4/29/2021 15:59,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_NonPI_HighAUM,BI_DB_dbo.BI_DB_NonPI_HighAUM,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:39,4/29/2021 15:59,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_NonUS_Logins,BI_DB_dbo.BI_DB_NonUS_Logins,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:18,4/29/2021 15:59,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Operations_Monthly_KPIs_FullData,BI_DB_dbo.BI_DB_Operations_Monthly_KPIs_Verifications,Daily,SB_Daily,0,USER_TABLE,7/28/2025 7:15,11/17/2024 8:38,UpdateDate,307.2,A3_DAILY_90D,blacklist
BI_DB_dbo.SP_Operations_Monthly_KPIs_FullData,BI_DB_dbo.BI_DB_Operations_Monthly_KPIs_Cashouts,Daily,SB_Daily,0,USER_TABLE,5/31/2026 7:47,12/2/2024 10:04,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_Operations_Monthly_KPIs_FullData,BI_DB_dbo.BI_DB_Operations_Monthly_KPIs_Wires,Daily,SB_Daily,0,USER_TABLE,5/31/2026 7:47,12/2/2024 10:59,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_Operations_Onboarding_Flow_UserKPIs,BI_DB_dbo.BI_DB_Operations_Onboarding_Flow_UserKPIs,Daily,SB_Daily,0,USER_TABLE,5/31/2026 7:58,7/6/2023 11:55,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_OPS_Fraud_Alert_Analysis,BI_DB_dbo.BI_DB_OPS_Fraud_Alert_Analysis,Daily,SB_Daily,0,USER_TABLE,5/31/2026 7:33,6/29/2025 13:26,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_OPS_HighCompensationsVsDeposits,BI_DB_dbo.BI_DB_OPS_HighCompensationsVsDeposits,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:35,11/17/2024 8:37,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_OPS_KYC_Verification,BI_DB_dbo.BI_DB_OPS_KYC_Verification,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:20,3/23/2025 13:59,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_OPS_MastersAndSubAccounts_AlignmentMonitoringReport,BI_DB_dbo.BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:07,11/25/2025 9:02,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_OPS_MultipleAccounts,BI_DB_dbo.BI_DB_OPS_MultipleAccounts,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:15,4/28/2025 13:40,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_OPS_VerificationLevel2Stuck,BI_DB_dbo.BI_DB_OPS_VerificationLevel2Stuck,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:40,11/17/2024 8:37,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_OPS_VerificationPipeline_Level2,BI_DB_dbo.BI_DB_OPS_VerificationPipeline_OverLevel2,Daily,SB_Daily,0,USER_TABLE,5/31/2026 10:59,7/18/2023 15:00,UpdateDate,0,KEEP,KEEP
BI_DB_dbo.SP_Payoneer_Revenue_Report,BI_DB_dbo.BI_DB_Payoneer_Revenue_Report,Daily,SB_Daily,0,USER_TABLE,11/1/3922 0:00,4/20/2023 13:31,UpdateDate,-692652.5,KEEP,KEEP
BI_DB_dbo.SP_PI_Affiliate,BI_DB_dbo.BI_DB_PI_Affiliate,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:39,3/24/2022 14:09,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_PI_Gain,BI_DB_dbo.BI_DB_PI_Gain,Daily,SB_Daily,0,USER_TABLE,5/31/2026 7:42,3/21/2024 7:57,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_PI_StatusPanel,BI_DB_dbo.BI_DB_PI_StatusPanel,Daily,SB_Daily,0,USER_TABLE,5/29/2026 5:03,5/10/2024 10:08,UpdateDate,2.3,KEEP,KEEP
BI_DB_dbo.SP_Positions_Closed_To_IBAN,BI_DB_dbo.BI_DB_Positions_Closed_To_IBAN,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:13,3/29/2026 15:16,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Positions_Opened_From_IBAN,BI_DB_dbo.BI_DB_Positions_Opened_From_IBAN,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:13,4/12/2026 15:10,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Post_Clsutering_Python,BI_DB_dbo.BI_DB_Post_Clsutering_Python,Daily,SB_Daily,0,,,,,,A3_TABLE_MISSING,blacklist
BI_DB_dbo.SP_ProfessionalCustomers,BI_DB_dbo.BI_DB_ProfessionalCustomersPending,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:14,4/29/2021 16:00,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_ProfessionalCustomers,BI_DB_dbo.BI_DB_ProfessionalCustomers,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:14,4/29/2021 16:00,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_ProfessionalCustomersDocuments,BI_DB_dbo.BI_DB_ProfessionalCustomersDocuments,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:14,12/27/2023 12:52,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Q_AML_EDD_US_Report,BI_DB_dbo.BI_DB_Q_AML_EDD_US_Report,Quarterly,SB_Daily,0,USER_TABLE,4/1/2026 5:47,9/1/2025 10:57,UpdateDate,60.3,KEEP,KEEP
BI_DB_dbo.SP_Q_AML_FSA_Report,BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end_Positions,Quarterly,SB_Daily,0,USER_TABLE,4/1/2026 5:43,12/10/2024 7:40,UpdateDate,60.3,KEEP,KEEP
BI_DB_dbo.SP_Q_AML_FSA_Report,BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end_Market_Value,Quarterly,SB_Daily,0,USER_TABLE,4/1/2026 5:43,9/28/2025 8:27,UpdateDate,60.3,KEEP,KEEP
BI_DB_dbo.SP_Q_AML_FSA_Report,BI_DB_dbo.BI_DB_Q_AML_FSA_Report_end,Quarterly,SB_Daily,0,USER_TABLE,4/1/2026 5:42,12/10/2024 7:39,UpdateDate,60.3,KEEP,KEEP
BI_DB_dbo.SP_Q_AML_FSA_Report,BI_DB_dbo.BI_DB_Q_AML_FSA_Report_start,Quarterly,SB_Daily,0,USER_TABLE,4/1/2026 5:42,12/10/2024 7:38,UpdateDate,60.3,KEEP,KEEP
BI_DB_dbo.SP_QMMF_Report,BI_DB_dbo.BI_DB_QMMF_Report,Daily,SB_Daily,0,USER_TABLE,5/30/2026,1/4/2024 19:47,UpdateDate,1.5,KEEP,KEEP
BI_DB_dbo.SP_QMMF_Report,BI_DB_dbo.BI_DB_QMMF_Report_Finance,Daily,SB_Daily,0,USER_TABLE,5/30/2026,11/14/2023 18:24,UpdateDate,1.5,KEEP,KEEP
BI_DB_dbo.SP_QTFN_Report,BI_DB_dbo.BI_DB_QTFN_Report,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:15,12/22/2024 16:04,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_RAF_InviteeAbuser,BI_DB_dbo.BI_DB_RAF_Invitees_KPIs,Daily,SB_Daily,0,USER_TABLE,5/31/2026 7:30,7/11/2023 12:12,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_RecurringInvestment_Positions,BI_DB_dbo.BI_DB_RecurringInvestment_Positions,Daily,SB_Daily,0,USER_TABLE,5/31/2026 7:41,5/24/2026 15:06,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_Revenue14DaysToBigQuery,BI_DB_dbo.BI_DB_Revenue14DaysToBigQuery,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:13,5/11/2023 13:59,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_RevenueForum,BI_DB_dbo.BI_DB_RevenueForum,Daily,SB_Daily,0,USER_TABLE,5/31/2026 8:22,11/16/2025 11:56,UpdateDate,0.1,KEEP,KEEP
BI_DB_dbo.SP_ReverseCO_Report,BI_DB_dbo.BI_DB_ReverseCoReport,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:15,11/17/2024 8:38,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_Risk_PayPalDepositors,BI_DB_dbo.BI_DB_RiskPayPalDepositors,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:14,7/18/2023 14:24,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_RiskAlertManagementTool,BI_DB_dbo.BI_DB_RiskAlertManagementTool,Daily,SB_Daily,0,USER_TABLE,5/31/2026 5:18,11/10/2025 14:33,UpdateDate,0.3,KEEP,KEEP
BI_DB_dbo.SP_rsk_AgregatedRisk,BI_DB_dbo.BI_DB_Mirror_Assets_Allocation,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:41,7/12/2023 10:41,UpdateDate,0.2,KEEP,KEEP
BI_DB_dbo.SP_rsk_AgregatedRisk,BI_DB_dbo.BI_DB_rsk_DailyRiskAgg,Daily,SB_Daily,0,USER_TABLE,5/31/2026 6:40,7/12/2023 10:43,UpdateDate,0.2,KEEP,KEEP
